a,b,c
9490,9990,10490
9491,9991,10491
9492,9992,10492
9493,9993,10493
9494,9994,10494
9495,9995,10495
9496,9996,10496
9497,9997,10497
9498,9998,10498
9499,9999,10499
9500,10000,10500
9501,10001,10501
9502,10002,10502
9503,10003,10503
9504,10004,10504
9505,10005,10505
9506,10006,10506
9507,10007,10507
9508,10008,10508
9509,10009,10509
9510,10010,10510
9511,10011,10511
9512,10012,10512
9513,10013,10513
9514,10014,10514
9515,10015,10515
9516,10016,10516
9517,10017,10517
9518,10018,10518
9519,10019,10519
9520,10020,10520
9521,10021,10521
9522,10022,10522
9523,10023,10523
9524,10024,10524
9525,10025,10525
9526,10026,10526
9527,10027,10527
9528,10028,10528
9529,10029,10529
9530,10030,10530
9531,10031,10531
9532,10032,10532
9533,10033,10533
9534,10034,10534
9535,10035,10535
9536,10036,10536
9537,10037,10537
9538,10038,10538
9539,10039,10539
9540,10040,10540
9541,10041,10541
9542,10042,10542
9543,10043,10543
9544,10044,10544
9545,10045,10545
9546,10046,10546
9547,10047,10547
9548,10048,10548
9549,10049,10549
9550,10050,10550
9551,10051,10551
9552,10052,10552
9553,10053,10553
9554,10054,10554
9555,10055,10555
9556,10056,10556
9557,10057,10557
9558,10058,10558
9559,10059,10559
9560,10060,10560
9561,10061,10561
9562,10062,10562
9563,10063,10563
9564,10064,10564
9565,10065,10565
9566,10066,10566
9567,10067,10567
9568,10068,10568
9569,10069,10569
9570,10070,10570
9571,10071,10571
9572,10072,10572
9573,10073,10573
9574,10074,10574
9575,10075,10575
9576,10076,10576
9577,10077,10577
9578,10078,10578
9579,10079,10579
9580,10080,10580
9581,10081,10581
9582,10082,10582
9583,10083,10583
9584,10084,10584
9585,10085,10585
9586,10086,10586
9587,10087,10587
9588,10088,10588
9589,10089,10589
9590,10090,10590
9591,10091,10591
9592,10092,10592
9593,10093,10593
9594,10094,10594
9595,10095,10595
9596,10096,10596
9597,10097,10597
9598,10098,10598
9599,10099,10599
9600,10100,10600
9601,10101,10601
9602,10102,10602
9603,10103,10603
9604,10104,10604
9605,10105,10605
9606,10106,10606
9607,10107,10607
9608,10108,10608
9609,10109,10609
9610,10110,10610
9611,10111,10611
9612,10112,10612
9613,10113,10613
9614,10114,10614
9615,10115,10615
9616,10116,10616
9617,10117,10617
9618,10118,10618
9619,10119,10619
9620,10120,10620
9621,10121,10621
9622,10122,10622
9623,10123,10623
9624,10124,10624
9625,10125,10625
9626,10126,10626
9627,10127,10627
9628,10128,10628
9629,10129,10629
9630,10130,10630
9631,10131,10631
9632,10132,10632
9633,10133,10633
9634,10134,10634
9635,10135,10635
9636,10136,10636
9637,10137,10637
9638,10138,10638
9639,10139,10639
9640,10140,10640
9641,10141,10641
9642,10142,10642
9643,10143,10643
9644,10144,10644
9645,10145,10645
9646,10146,10646
9647,10147,10647
9648,10148,10648
9649,10149,10649
9650,10150,10650
9651,10151,10651
9652,10152,10652
9653,10153,10653
9654,10154,10654
9655,10155,10655
9656,10156,10656
9657,10157,10657
9658,10158,10658
9659,10159,10659
9660,10160,10660
9661,10161,10661
9662,10162,10662
9663,10163,10663
9664,10164,10664
9665,10165,10665
9666,10166,10666
9667,10167,10667
9668,10168,10668
9669,10169,10669
9670,10170,10670
9671,10171,10671
9672,10172,10672
9673,10173,10673
9674,10174,10674
9675,10175,10675
9676,10176,10676
9677,10177,10677
9678,10178,10678
9679,10179,10679
9680,10180,10680
9681,10181,10681
9682,10182,10682
9683,10183,10683
9684,10184,10684
9685,10185,10685
9686,10186,10686
9687,10187,10687
9688,10188,10688
9689,10189,10689
9690,10190,10690
9691,10191,10691
9692,10192,10692
9693,10193,10693
9694,10194,10694
9695,10195,10695
9696,10196,10696
9697,10197,10697
9698,10198,10698
9699,10199,10699
9700,10200,10700
9701,10201,10701
9702,10202,10702
9703,10203,10703
9704,10204,10704
9705,10205,10705
9706,10206,10706
9707,10207,10707
9708,10208,10708
9709,10209,10709
9710,10210,10710
9711,10211,10711
9712,10212,10712
9713,10213,10713
9714,10214,10714
9715,10215,10715
9716,10216,10716
9717,10217,10717
9718,10218,10718
9719,10219,10719
9720,10220,10720
9721,10221,10721
9722,10222,10722
9723,10223,10723
9724,10224,10724
9725,10225,10725
9726,10226,10726
9727,10227,10727
9728,10228,10728
9729,10229,10729
9730,10230,10730
9731,10231,10731
9732,10232,10732
9733,10233,10733
9734,10234,10734
9735,10235,10735
9736,10236,10736
9737,10237,10737
9738,10238,10738
9739,10239,10739
9740,10240,10740
9741,10241,10741
9742,10242,10742
9743,10243,10743
9744,10244,10744
9745,10245,10745
9746,10246,10746
9747,10247,10747
9748,10248,10748
9749,10249,10749
9750,10250,10750
9751,10251,10751
9752,10252,10752
9753,10253,10753
9754,10254,10754
9755,10255,10755
9756,10256,10756
9757,10257,10757
9758,10258,10758
9759,10259,10759
9760,10260,10760
9761,10261,10761
9762,10262,10762
9763,10263,10763
9764,10264,10764
9765,10265,10765
9766,10266,10766
9767,10267,10767
9768,10268,10768
9769,10269,10769
9770,10270,10770
9771,10271,10771
9772,10272,10772
9773,10273,10773
9774,10274,10774
9775,10275,10775
9776,10276,10776
9777,10277,10777
9778,10278,10778
9779,10279,10779
9780,10280,10780
9781,10281,10781
9782,10282,10782
9783,10283,10783
9784,10284,10784
9785,10285,10785
9786,10286,10786
9787,10287,10787
9788,10288,10788
9789,10289,10789
9790,10290,10790
9791,10291,10791
9792,10292,10792
9793,10293,10793
9794,10294,10794
9795,10295,10795
9796,10296,10796
9797,10297,10797
9798,10298,10798
9799,10299,10799
9800,10300,10800
9801,10301,10801
9802,10302,10802
9803,10303,10803
9804,10304,10804
9805,10305,10805
9806,10306,10806
9807,10307,10807
9808,10308,10808
9809,10309,10809
9810,10310,10810
9811,10311,10811
9812,10312,10812
9813,10313,10813
9814,10314,10814
9815,10315,10815
9816,10316,10816
9817,10317,10817
9818,10318,10818
9819,10319,10819
9820,10320,10820
9821,10321,10821
9822,10322,10822
9823,10323,10823
9824,10324,10824
9825,10325,10825
9826,10326,10826
9827,10327,10827
9828,10328,10828
9829,10329,10829
9830,10330,10830
9831,10331,10831
9832,10332,10832
9833,10333,10833
9834,10334,10834
9835,10335,10835
9836,10336,10836
9837,10337,10837
9838,10338,10838
9839,10339,10839
9840,10340,10840
9841,10341,10841
9842,10342,10842
9843,10343,10843
9844,10344,10844
9845,10345,10845
9846,10346,10846
9847,10347,10847
9848,10348,10848
9849,10349,10849
9850,10350,10850
9851,10351,10851
9852,10352,10852
9853,10353,10853
9854,10354,10854
9855,10355,10855
9856,10356,10856
9857,10357,10857
9858,10358,10858
9859,10359,10859
9860,10360,10860
9861,10361,10861
9862,10362,10862
9863,10363,10863
9864,10364,10864
9865,10365,10865
9866,10366,10866
9867,10367,10867
9868,10368,10868
9869,10369,10869
9870,10370,10870
9871,10371,10871
9872,10372,10872
9873,10373,10873
9874,10374,10874
9875,10375,10875
9876,10376,10876
9877,10377,10877
9878,10378,10878
9879,10379,10879
9880,10380,10880
9881,10381,10881
9882,10382,10882
9883,10383,10883
9884,10384,10884
9885,10385,10885
9886,10386,10886
9887,10387,10887
9888,10388,10888
9889,10389,10889
9890,10390,10890
9891,10391,10891
9892,10392,10892
9893,10393,10893
9894,10394,10894
9895,10395,10895
9896,10396,10896
9897,10397,10897
9898,10398,10898
9899,10399,10899
9900,10400,10900
9901,10401,10901
9902,10402,10902
9903,10403,10903
9904,10404,10904
9905,10405,10905
9906,10406,10906
9907,10407,10907
9908,10408,10908
9909,10409,10909
9910,10410,10910
9911,10411,10911
9912,10412,10912
9913,10413,10913
9914,10414,10914
9915,10415,10915
9916,10416,10916
9917,10417,10917
9918,10418,10918
9919,10419,10919
9920,10420,10920
9921,10421,10921
9922,10422,10922
9923,10423,10923
9924,10424,10924
9925,10425,10925
9926,10426,10926
9927,10427,10927
9928,10428,10928
9929,10429,10929
9930,10430,10930
9931,10431,10931
9932,10432,10932
9933,10433,10933
9934,10434,10934
9935,10435,10935
9936,10436,10936
9937,10437,10937
9938,10438,10938
9939,10439,10939
9940,10440,10940
9941,10441,10941
9942,10442,10942
9943,10443,10943
9944,10444,10944
9945,10445,10945
9946,10446,10946
9947,10447,10947
9948,10448,10948
9949,10449,10949
9950,10450,10950
9951,10451,10951
9952,10452,10952
9953,10453,10953
9954,10454,10954
9955,10455,10955
9956,10456,10956
9957,10457,10957
9958,10458,10958
9959,10459,10959
9960,10460,10960
9961,10461,10961
9962,10462,10962
9963,10463,10963
9964,10464,10964
9965,10465,10965
9966,10466,10966
9967,10467,10967
9968,10468,10968
9969,10469,10969
9970,10470,10970
9971,10471,10971
9972,10472,10972
9973,10473,10973
9974,10474,10974
9975,10475,10975
9976,10476,10976
9977,10477,10977
9978,10478,10978
9979,10479,10979
9980,10480,10980
9981,10481,10981
9982,10482,10982
9983,10483,10983
9984,10484,10984
9985,10485,10985
9986,10486,10986
9987,10487,10987
9988,10488,10988
9989,10489,10989
9990,10490,10990
9991,10491,10991
9992,10492,10992
9993,10493,10993
9994,10494,10994
9995,10495,10995
9996,10496,10996
9997,10497,10997
9998,10498,10998
9999,10499,10999
